question,answer,index
I'm gonna take off,Goodbye.,9
I'm motoring now,Goodbye.,9
I'm jetting,Goodbye.,9
I'm motoring,Goodbye.,9
I'm leaving,Goodbye.,9
I'm leaving now,Goodbye.,9
I'm logging off,Goodbye.,9
I'm logging off now,Goodbye.,9
I'm logging out,Goodbye.,9
I'm taking off now,Goodbye.,9
I'm gonna take off now,Goodbye.,9
Signing off,Goodbye.,9
I'm skedaddling now,Goodbye.,9
See you later bot,Goodbye.,9
See you later dude,Goodbye.,9
see you later homie,Goodbye.,9
"See you later, alligator",Goodbye.,9
See you around,Goodbye.,9
See you!,Goodbye.,9
See you,Goodbye.,9
Taking off,Goodbye.,9
Talk later,Goodbye.,9
Talk to ya later,Goodbye.,9
Talk to you later,Goodbye.,9
Till we meet again,Goodbye.,9
Time to end this conversation,Goodbye.,9
See you on the flip side,Goodbye.,9
Later bud,Goodbye.,9
I'm gonna scoot,Goodbye.,9
I've got to go,Goodbye.,9
I've gotta jet,Goodbye.,9
I've gotta take off,Goodbye.,9
L8r sk8r,Goodbye.,9
Later,Goodbye.,9
See you around bud,Goodbye.,9
Later bot,Goodbye.,9
I'm taking off,Goodbye.,9
Later dude,Goodbye.,9
Peace out,Goodbye.,9
Sayonara,Goodbye.,9
See ya around,Goodbye.,9
See ya later,Goodbye.,9
See ya on the flip side,Goodbye.,9
Later alligator,Goodbye.,9
I'm going to go,Goodbye.,9
I'm going to log off now,Goodbye.,9
I'm about to skedaddle now,Goodbye.,9
I'm about to take off,Goodbye.,9
I'm about to take off now,Goodbye.,9
I'm going,Goodbye.,9
I'm going now,Goodbye.,9
I'm about to sign out now,Goodbye.,9
I'm going to get going now,Goodbye.,9
I'm about to sign out,Goodbye.,9
I'm going to go now,Goodbye.,9
I'm going to jet,Goodbye.,9
I'm going to jet now,Goodbye.,9
I'm going to leave now,Goodbye.,9
I'm gonna sign off,Goodbye.,9
I'm going to get going,Goodbye.,9
Toodle-oo,Goodbye.,9
I'm about to leave,Goodbye.,9
I'm about to leave now,Goodbye.,9
I'm about to log off,Goodbye.,9
I'm about to log off now,Goodbye.,9
I'm about to skedaddle,Goodbye.,9
I'm about to motor,Goodbye.,9
I'm going to log out,Goodbye.,9
I'm about to run,Goodbye.,9
I'm about to run now,Goodbye.,9
I'm about to scoot,Goodbye.,9
I'm about to sign off,Goodbye.,9
I'm about to sign off now,Goodbye.,9
I'm about to log out now,Goodbye.,9
I'm gonna log out,Goodbye.,9
I'm going to log off,Goodbye.,9
I'm gonna go now,Goodbye.,9
I'm gonna jet,Goodbye.,9
I'm gonna jet now,Goodbye.,9
I'm gonna leave,Goodbye.,9
I'm gonna leave now,Goodbye.,9
I'm gonna get going now,Goodbye.,9
I'm gonna log off now,Goodbye.,9
I'm gonna get going,Goodbye.,9
I'm gonna log out now,Goodbye.,9
I'm gonna motor,Goodbye.,9
I'm gonna motor now,Goodbye.,9
I'm gonna run,Goodbye.,9
I'm gonna run now,Goodbye.,9
I'm about to jet,Goodbye.,9
I'm gonna log off,Goodbye.,9
I'm going to log out now,Goodbye.,9
I'm going to motor,Goodbye.,9
I'm going to motor now,Goodbye.,9
I'm going to run,Goodbye.,9
I'm going to run now,Goodbye.,9
I'm going to scoot,Goodbye.,9
I'm gonna go,Goodbye.,9
I'm going to sign off,Goodbye.,9
I'm gonna scoot now,Goodbye.,9
I'm going to sign out,Goodbye.,9
I'm going to sign out now,Goodbye.,9
I'm going to skedaddle,Goodbye.,9
I'm going to skedaddle now,Goodbye.,9
I'm going to take off,Goodbye.,9
I'm going to scoot now,Goodbye.,9
I'm just messing with you,Got it.,10
Did you understand that was a joke?,Got it.,10
I'm just being silly,Got it.,10
I'm just playing,Got it.,10
Don't trip about it I was just kidding,Got it.,10
I'm just joking around,Got it.,10
You probably shouldn't take me to seriously,Got it.,10
I'm just a prankster,Got it.,10
I'm just fooling,Got it.,10
Don't worry it was a prank,Got it.,10
I was just messing around,Got it.,10
Can't you understand that was a joke?,Got it.,10
I'm just being a silly billy,Got it.,10
I'm just being a goof ball,Got it.,10
I'm just being a goof,Got it.,10
I'm a prankster,Got it.,10
I was just pranking you,Got it.,10
I was just having a laugh,Got it.,10
I was just goofing around,Got it.,10
Don't worry it was a joke,Got it.,10
Come on that was funny,Got it.,10
I'm a joker,Got it.,10
JK,Got it.,10
You don't need to take me seriously,Got it.,10
That wasn't supposed to be serious,Got it.,10
That was a joke,Got it.,10
Just playing with you,Got it.,10
Just playing,Got it.,10
Just messing around,Got it.,10
Just kidding,Got it.,10
I'm just foolin,Got it.,10
Joke's on you,Got it.,10
It was just a little joke,Got it.,10
It was just a little prank,Got it.,10
It was just a joke,Got it.,10
I'm not serious,Got it.,10
I'm just kidding around,Got it.,10
Just joshing around,Got it.,10
How'd you sleep last night?,"Great, thanks.",11
Are you doing good?,"Great, thanks.",11
Are you feeling well?,"Great, thanks.",11
How are you doing?,"Great, thanks.",11
How is the day treating you?,"Great, thanks.",11
Are you feeling OK?,"Great, thanks.",11
How are you?,"Great, thanks.",11
How's it hangin?,"Great, thanks.",11
How's tricks?,"Great, thanks.",11
Are you doing OK?,"Great, thanks.",11
"Hey, how are you?","Great, thanks.",11
How are you feeling?,"Great, thanks.",11
How are ya?,"Great, thanks.",11
How are things?,"Great, thanks.",11
How are you going?,"Great, thanks.",11
How art thou?,"Great, thanks.",11
"Greetings, Bot. How are you doing?","Great, thanks.",11
Are you feeling good?,"Great, thanks.",11
Are you doing well?,"Great, thanks.",11
How are things going?,"Great, thanks.",11
How's it going?,"Great, thanks.",11
"Say, how are you doing?","Great, thanks.",11
How's the day treating you?,"Great, thanks.",11
How's life?,"Great, thanks.",11
How's life treating you?,"Great, thanks.",11
How are you today?,"Great, thanks.",11
"Yo, how are you?","Great, thanks.",11
How you doing?,"Great, thanks.",11
How you doing bot?,"Great, thanks.",11
How ya doing?,"Great, thanks.",11
How is the day treating ya?,"Great, thanks.",11
How's it hanging?,"Great, thanks.",11
I’m happy to help,Great.,12
De nada,Great.,12
No problem,Great.,12
No biggie,Great.,12
Don't mention it,Great.,12
You're welcome,Great.,12
Any time,Great.,12
It is my pleasure,Great.,12
It was nothing,Great.,12
Fuggitaboutit,Great.,12
No worries,Great.,12
My pleasure,Great.,12
It's my pleasure,Great.,12
Welcome,Great.,12
Forget about it,Great.,12
Don’t mention it,Great.,12
Anytime,Great.,12
You are welcome,Great.,12
You're welcome my friend,Great.,12
You're welcome bot,Great.,12
You're very welcome,Great.,12
You're so welcome,Great.,12
You're so very welcome,Great.,12
Not a problem,Great.,12
You're most welcome,Great.,12
Not at all,Great.,12
You are very welcome,Great.,12
You are so welcome,Great.,12
You are so very welcome,Great.,12
You are most welcome,Great.,12
Welcome you are,Great.,12
You're welk,Great.,12
You're quite welcome,Great.,12
Can you hear me now?,Hello there.,13
Are you functioning?,Hello there.,13
Running diagnostics,Hello there.,13
I am just testing you,Hello there.,13
This is simply a test,Hello there.,13
Do you read me?,Hello there.,13
All systems go?,Hello there.,13
Can you understand this?,Hello there.,13
Testing,Hello there.,13
Does this make sense to you,Hello there.,13
Do you work?,Hello there.,13
Do you understand this?,Hello there.,13
Do you understand that I'm testing you?,Hello there.,13
Do you understand me?,Hello there.,13
Do you function?,Hello there.,13
Can you understand this test?,Hello there.,13
Can you understand that this is a test,Hello there.,13
Can you understand me?,Hello there.,13
I just need to test you,Hello there.,13
Can you hear me?,Hello there.,13
I am performing a test,Hello there.,13
Are you working?,Hello there.,13
Are your systems functioning?,Hello there.,13
Are your systems functional?,Hello there.,13
Are you understanding this?,Hello there.,13
Are you functional?,Hello there.,13
Are you following this?,Hello there.,13
Are you aware that I'm testing you?,Hello there.,13
Am I making sense?,Hello there.,13
Can you read this?,Hello there.,13
Run level one diagnostics,Hello there.,13
Time for me to test you,Hello there.,13
This is only a test,Hello there.,13
This is just a test,Hello there.,13
This is but a test,Hello there.,13
"This is a test, over",Hello there.,13
This is a routine test,Hello there.,13
Testing testing 1 2 3,Hello there.,13
Testing 1 2 3,Hello there.,13
Run diagnostics,Hello there.,13
Run diagnostic tests,Hello there.,13
Run a level one diagnostic,Hello there.,13
Power on self test,Hello there.,13
Just trying to test you out bot,Hello there.,13
It's important to know that you understand that I am testing you,Hello there.,13
Is this thing on?,Hello there.,13
Is this registering with you?,Hello there.,13
I'm just trying to test you out,Hello there.,13
I want to make sure you are comprehending this,Hello there.,13
Understanding this?,Hello there.,13
Test,Hello there.,13
Yo dude,Hello.,14
Howdy,Hello.,14
hello bot,Hello.,14
Greetings and salutations,Hello.,14
Hello there,Hello.,14
Greetings caring bot,Hello.,14
Hi,Hello.,14
G'day,Hello.,14
Hey it's you!,Hello.,14
Open a hailing channel,Hello.,14
Hey my dude,Hello.,14
Hello,Hello.,14
Hello my friend,Hello.,14
Hey caring bot,Hello.,14
Hey friendly bot,Hello.,14
Ahoy,Hello.,14
Hail!,Hello.,14
Hey pal,Hello.,14
Hey professional bot,Hello.,14
Hey there,Hello.,14
Hey there bot,Hello.,14
Hey there buddy,Hello.,14
Hey there pal,Hello.,14
Hey homie,Hello.,14
Ahoy there,Hello.,14
Aloha,Hello.,14
Aloha bot,Hello.,14
Bonjour,Hello.,14
Good day,Hello.,14
Hailing the bot,Hello.,14
Greetings,Hello.,14
Hailing Bot,Hello.,14
Greetings bot,Hello.,14
Greetings friend,Hello.,14
Greetings friendly bot,Hello.,14
Greetings professional bot,Hello.,14
Greetings witty bot,Hello.,14
Heya,Hello.,14
Good tidings,Hello.,14
Well hello,Hello.,14
Hey witty bot,Hello.,14
"Oh, hello",Hello.,14
Open a channel,Hello.,14
Open a hailing frequency,Hello.,14
Salutations,Hello.,14
"Oh hey, it's you",Hello.,14
Shalom,Hello.,14
Oh hey there,Hello.,14
Well hey there,Hello.,14
Well hi,Hello.,14
Well hi there,Hello.,14
Well howdy,Hello.,14
Yo,Hello.,14
Yo man,Hello.,14
Salutations!,Hello.,14
Hi witty bot,Hello.,14
Yo my dude,Hello.,14
Hey-hey,Hello.,14
Hi bot,Hello.,14
Hi caring bot,Hello.,14
Hi friendly bot,Hello.,14
Oh howdy there,Hello.,14
Hi there!,Hello.,14
Hey you,Hello.,14
Hiya,Hello.,14
Hi-ya,Hello.,14
Howdy partner,Hello.,14
Oh hello,Hello.,14
Oh hello there,Hello.,14
Oh hey amigo,Hello.,14
Hi professional bot,Hello.,14
I have returned,Hi.,15
I am present and accounted for,Hi.,15
I'm back on the computer,Hi.,15
I have arrived,Hi.,15
Your girl is back,Hi.,15
I'm here in the flesh,Hi.,15
Tada! Here I am!,Hi.,15
I am present,Hi.,15
I'm back,Hi.,15
I am here,Hi.,15
And we're back,Hi.,15
Bot I'm here,Hi.,15
Bro I'm here,Hi.,15
Girl I am back,Hi.,15
Here I am,Hi.,15
Here I am dude,Hi.,15
"Hey dude, I'm back",Hi.,15
Hey I'm back,Hi.,15
And now I'm back,Hi.,15
Sup I'm back,Hi.,15
Tada! I'm back,Hi.,15
Tada! I'm here,Hi.,15
Yo I'm back,Hi.,15
You better believe I'm here,Hi.,15
Your boy is back,Hi.,15
Do you think I look stunning today?,"Honestly, I can't tell one way or the other.",16
Do you think I look cute to you today?,"Honestly, I can't tell one way or the other.",16
Do I seem ugly to you today?,"Honestly, I can't tell one way or the other.",16
How adorable do you think I am today?,"Honestly, I can't tell one way or the other.",16
Do you think I look appealing,"Honestly, I can't tell one way or the other.",16
How pretty do I look today?,"Honestly, I can't tell one way or the other.",16
Do you think I look repulsive to you today?,"Honestly, I can't tell one way or the other.",16
Do you think I look handsome to you today?,"Honestly, I can't tell one way or the other.",16
Do you think I look beautiful to you today?,"Honestly, I can't tell one way or the other.",16
Do you think I look good today?,"Honestly, I can't tell one way or the other.",16
Do I seem stunning to you today?,"Honestly, I can't tell one way or the other.",16
Do I seem adorable to you?,"Honestly, I can't tell one way or the other.",16
Do I seem handsome today?,"Honestly, I can't tell one way or the other.",16
Do I seem pretty to you today?,"Honestly, I can't tell one way or the other.",16
Do I seem pretty to you?,"Honestly, I can't tell one way or the other.",16
Do I seem pretty today?,"Honestly, I can't tell one way or the other.",16
Do I seem repulsive to you today?,"Honestly, I can't tell one way or the other.",16
Do I seem handsome to you today?,"Honestly, I can't tell one way or the other.",16
Do I seem repulsive today?,"Honestly, I can't tell one way or the other.",16
Do I seem gorgeous today?,"Honestly, I can't tell one way or the other.",16
Do I seem stunning to you?,"Honestly, I can't tell one way or the other.",16
Do I seem stunning today?,"Honestly, I can't tell one way or the other.",16
Do I seem ugly to you?,"Honestly, I can't tell one way or the other.",16
Do I seem ugly today?,"Honestly, I can't tell one way or the other.",16
Do you think I am adorable,"Honestly, I can't tell one way or the other.",16
Do I seem repulsive to you?,"Honestly, I can't tell one way or the other.",16
Do I seem beautiful to you?,"Honestly, I can't tell one way or the other.",16
Do you think I look bad today?,"Honestly, I can't tell one way or the other.",16
Do I seem attractive to you today?,"Honestly, I can't tell one way or the other.",16
Do I seem attractive to you?,"Honestly, I can't tell one way or the other.",16
Do I seem attractive today?,"Honestly, I can't tell one way or the other.",16
Do I seem bad to you today?,"Honestly, I can't tell one way or the other.",16
Do I seem bad to you?,"Honestly, I can't tell one way or the other.",16
Do I seem handsome to you?,"Honestly, I can't tell one way or the other.",16
Do I seem beautiful to you today?,"Honestly, I can't tell one way or the other.",16
Do you think I am appealing today?,"Honestly, I can't tell one way or the other.",16
Do I seem beautiful today?,"Honestly, I can't tell one way or the other.",16
Do I seem cute to you today?,"Honestly, I can't tell one way or the other.",16
Do I seem cute to you?,"Honestly, I can't tell one way or the other.",16
Do I seem cute today?,"Honestly, I can't tell one way or the other.",16
Do I seem gorgeous to you today?,"Honestly, I can't tell one way or the other.",16
Do I seem gorgeous to you?,"Honestly, I can't tell one way or the other.",16
Do I seem bad today?,"Honestly, I can't tell one way or the other.",16
Do you think I look appealing today?,"Honestly, I can't tell one way or the other.",16
Do you think I am stunning today?,"Honestly, I can't tell one way or the other.",16
Do you think I am ugly,"Honestly, I can't tell one way or the other.",16
Do you think I am ugly today?,"Honestly, I can't tell one way or the other.",16
Do you think I look adorable,"Honestly, I can't tell one way or the other.",16
Do you think I look adorable to you today?,"Honestly, I can't tell one way or the other.",16
Do you think I look adorable to you?,"Honestly, I can't tell one way or the other.",16
Do you think I am adorable today?,"Honestly, I can't tell one way or the other.",16
Do you think I am pretty,"Honestly, I can't tell one way or the other.",16
Do you think I look attractive,"Honestly, I can't tell one way or the other.",16
Do you think I look attractive to you today?,"Honestly, I can't tell one way or the other.",16
Do you think I look attractive to you?,"Honestly, I can't tell one way or the other.",16
Do you think I look attractive today?,"Honestly, I can't tell one way or the other.",16
Do you think I look bad to you today?,"Honestly, I can't tell one way or the other.",16
Am I adorable to you today?,"Honestly, I can't tell one way or the other.",16
Do you think I look adorable today?,"Honestly, I can't tell one way or the other.",16
Do you think I am good looking today?,"Honestly, I can't tell one way or the other.",16
Do I seem adorable to you today?,"Honestly, I can't tell one way or the other.",16
Do you think I am attractive,"Honestly, I can't tell one way or the other.",16
Do you think I am attractive today?,"Honestly, I can't tell one way or the other.",16
Do you think I am beautiful,"Honestly, I can't tell one way or the other.",16
